NoEssai,NoBloc,NoTraitement,Annee,LatDD,LonDD,AnalyseFoliaireStade,Cultivar,Maturity5,AnalyseFoliaireC,AnalyseFoliaireS,AnalyseFoliaireN,AnalyseFoliaireP,AnalyseFoliaireK,AnalyseFoliaireCa,AnalyseFoliaireMg,AnalyseFoliaireB,AnalyseFoliaireCu,AnalyseFoliaireZn,AnalyseFoliaireMn,AnalyseFoliaireFe,AnalyseFoliaireAl,RendVendable,RendPetit,RendMoy,RendGros
250,1,10,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.50962,3.057912,28.849392,0.602316
250,1,11,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.918892,4.664088,21.714264,0.54054
250,2,1,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.16598,2.54826,36.664056,3.953664
250,2,2,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.370616,1.899612,35.629308,2.8416960000000002
250,2,3,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.803044,3.366792,39.505752,1.9305
250,2,4,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.567532,2.301156,29.11194,4.154436
250,2,5,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.420808,2.362932,38.37834,0.679536
250,2,6,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.63316,2.656368,39.830076,2.146716
250,2,7,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.710384,3.4749,33.915024,3.32046
250,2,8,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.077176,3.891888,35.227764,4.957524
250,2,9,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.351312,2.671812,33.945912,2.733588
250,2,10,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.366748,2.409264,42.8571,2.100384
250,2,11,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.355164,1.760616,42.501888,4.09266
250,3,1,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.745136,1.204632,30.81078,5.729724
250,3,2,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.00382,3.042468,35.459424,2.501928
250,3,3,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.857096,2.687256,41.590692,2.579148
250,3,4,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.961348,2.301156,37.652472,2.00772
250,3,5,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.509612,1.513512,34.223904,4.772196
250,3,6,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.204588,2.77992,36.91116,5.513508
250,3,7,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.63702,2.223936,38.347452,5.065632
250,3,8,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2432,2.733588,39.474864,1.034748
250,3,9,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.397636,1.729728,43.2432,2.424708
250,3,10,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.501888,1.513512,37.945908,3.042468
250,3,11,2005,46.923889,-70.990278,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.328136,1.9305,43.845516,3.55212
251,1,1,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.08492,4.66884,14.83812,2.57796
251,1,2,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.73148,6.3201599999999996,18.66348,6.74784
251,1,3,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.41488,5.07276,20.12472,4.2174
251,1,4,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.55804,4.5738,15.28956,3.69468
251,1,5,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.41812,5.23908,30.294,20.88504
251,1,6,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.65128,4.40748,22.6314,14.6124
251,1,7,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.93996,5.91624,25.61328,14.41044
251,1,8,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.77336,6.26076,20.46924,2.04336
251,1,9,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9682,6.15384,12.43836,2.376
251,1,10,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.98304,9.13572,15.75288,6.09444
251,1,11,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.91888,3.75408,18.2952,16.8696
251,2,1,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76296,5.61924,25.280639999999998,2.86308
251,2,2,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.45912,4.55004,29.08224,8.82684
251,2,3,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86008,6.64092,21.25332,4.96584
251,2,4,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.00056,6.02316,23.11848,4.85892
251,2,5,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0956,5.77368,22.12056,6.20136
251,2,6,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.50992,4.14612,19.40004,5.96376
251,2,7,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.32844,3.43332,22.89276,16.00236
251,2,8,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.04956,3.52836,21.31272,14.20848
251,2,9,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.28688,5.54796,14.33916,2.39976
251,2,10,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.73624,3.94416,14.95692,4.83516
251,2,11,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2738,5.643,22.61952,6.01128
251,3,1,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6498,5.00148,20.92068,10.72764
251,3,2,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25748,4.97772,7.7814,6.49836
251,3,3,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.17164,5.08464,17.7012,3.3858
251,3,4,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05312,5.31036,22.17996,15.5628
251,3,5,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.47072,6.90228,16.41816,2.15028
251,3,6,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.84048,4.53816,17.8794,8.42292
251,3,7,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.46804,6.9498,19.4832,6.03504
251,3,8,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.30736,6.7716,19.98216,8.5536
251,3,9,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.10036,4.9896,17.43984,3.67092
251,3,10,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6308,5.27472,16.2162,7.13988
251,3,11,2005,46.756111,-72.333333,NA,Goldrush,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.84344,5.20344,22.23936,13.40064
252,1,1,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.96,0.3229,6.589,0.24,4.9,0.7,0.39,NA,NA,NA,NA,NA,NA,13.19866667,9.516933333,3.343083333,0.33865
252,1,2,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.36,0.3693,6.907,0.23,3.84,0.54,0.32,NA,NA,NA,NA,NA,NA,18.66222,6.342306667,10.01883,2.301083333
252,1,3,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,47.04,0.3802,6.937,0.3,4.72,0.7,0.4,NA,NA,NA,NA,NA,NA,21.60934333,9.83127,10.26022667,1.517846667
252,1,4,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.4,0.3538,6.75,0.3,4.84,0.71,0.4,NA,NA,NA,NA,NA,NA,18.235,7.988666667,8.46625,1.780083333
252,1,5,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.29,0.366,6.911,0.3,4.95,0.77,0.43,NA,NA,NA,NA,NA,NA,20.20785333,8.594763333,9.962388333,1.650701667
252,1,6,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.96,0.343,6.647,0.25,4.81,0.63,0.37,NA,NA,NA,NA,NA,NA,19.52013333,10.64576667,7.076916667,1.79745
252,1,7,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.68,0.3575,6.705,0.29,4.75,0.65,0.4,NA,NA,NA,NA,NA,NA,17.47086667,8.952516667,7.37215,1.1462
252,1,8,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.74,0.3212,6.799,0.31,4.97,0.7,0.49,NA,NA,NA,NA,NA,NA,16.48965,9.126183333,7.207166667,0.1563
252,2,1,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.78,0.2889,6.153,0.21,4.72,0.65,0.34,NA,NA,NA,NA,NA,NA,13.30460333,8.245693333,4.888716667,0.170193333
252,2,2,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.25,0.3601,6.338,0.26,4.85,0.57,0.37,NA,NA,NA,NA,NA,NA,17.65321667,7.563183333,8.370733333,1.7193
252,2,3,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.34,0.3392,6.317,0.3,4.9,0.69,0.45,NA,NA,NA,NA,NA,NA,19.45935,9.681916667,8.813583333,0.96385
252,2,4,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.8,0.3668,6.657,0.26,4.52,0.62,0.37,NA,NA,NA,NA,NA,NA,22.85453333,8.144966667,11.49673333,3.212833333
252,2,5,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.52,0.3682,6.93,0.31,4.92,0.68,0.38,NA,NA,NA,NA,NA,NA,25.07746667,6.364883333,13.09446667,5.618116667
252,2,6,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.28,0.335,6.537,0.31,4.9,0.66,0.39,NA,NA,NA,NA,NA,NA,19.66775,10.0553,8.04945,1.563
252,2,7,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.77,0.3389,6.684,0.26,4.98,0.66,0.38,NA,NA,NA,NA,NA,NA,22.02874833,7.657831667,12.56478333,1.806133333
252,2,8,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.15,0.2951,6.528,0.32,4.95,0.67,0.44,NA,NA,NA,NA,NA,NA,24.15703333,10.09871667,12.4519,1.606416667
252,3,1,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,45.39,0.2809,6.242,0.23,4.9,0.75,0.42,NA,NA,NA,NA,NA,NA,21.26548333,5.8873,10.5763,4.801883333
252,3,2,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.08,0.3365,6.484,0.29,5.02,0.71,0.44,NA,NA,NA,NA,NA,NA,23.47973333,10.18555,10.48946667,2.804716667
252,3,3,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.2,0.3318,6.326,0.27,4.4,0.68,0.39,NA,NA,NA,NA,NA,NA,12.46926667,7.823683333,3.794616667,0.850966667
252,3,4,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,53.27,0.4071,7.685,0.26,4.62,0.63,0.37,NA,NA,NA,NA,NA,NA,21.23943333,7.8671,12.13061667,1.241716667
252,3,5,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,48.15,0.3548,6.581,0.26,4.68,0.74,0.43,NA,NA,NA,NA,NA,NA,21.11786667,10.32448333,7.623966667,3.169416667
252,3,6,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.38,0.354,6.536,0.27,4.72,0.65,0.41,NA,NA,NA,NA,NA,NA,26.90965,8.969883333,15.35213333,2.587633333
252,3,7,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,36.3,0.2579,5.067,0.25,4.57,0.7,0.43,NA,NA,NA,NA,NA,NA,20.66633333,8.943833333,10.6805,1.042
252,3,8,2006,46.737778,-72.263333,10% fleur,Chieftain,mid-season,46.19,0.3411,7.014,0.33,4.34,0.69,0.46,NA,NA,NA,NA,NA,NA,19.98035,8.709383333,9.7948,1.476166667
253,1,1,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,51.56,0.3697,6.475,0.21,3.86,0.95,0.43,NA,NA,NA,NA,NA,NA,35.459312,1.665408,24.443332,9.350572
253,1,2,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,31.72,0.2014,4.138,0.2,3.95,0.84,0.42,NA,NA,NA,NA,NA,NA,38.911564,0.988836,29.0579,8.864828
253,1,3,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,50.11,0.4374,7.064,0.27,4.46,1,0.52,NA,NA,NA,NA,NA,NA,42.918952,1.092924,34.817436,7.008592
253,1,4,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,50.65,0.3342,6.813,0.24,1.71,0.75,0.4,NA,NA,NA,NA,NA,NA,43.19652,1.3011,29.248728,12.646692
253,1,5,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,50.04,0.3926,6.697,0.26,3.92,1.03,0.49,NA,NA,NA,NA,NA,NA,39.761616,1.509276,35.528704,2.723636
253,1,6,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,50.41,0.3619,6.346,0.21,4.8,1,0.51,NA,NA,NA,NA,NA,NA,41.184152,1.491928,34.52252,5.169704
253,1,7,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.6,0.3521,6.292,0.22,4.74,0.97,0.45,NA,NA,NA,NA,NA,NA,39.831008,0.919444,32.683632,6.227932
253,1,8,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,49.32,0.4119,6.844,0.3,3.82,0.95,0.52,NA,NA,NA,NA,NA,NA,45.555848,1.318448,37.176764,7.060636
253,1,9,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,50.64,0.4105,7.357,0.33,4.33,0.92,0.48,NA,NA,NA,NA,NA,NA,51.245992,0.95414,41.739288,8.552564
253,2,1,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.84,0.3499,6.109,0.21,4.84,0.88,0.46,NA,NA,NA,NA,NA,NA,35.372572,1.7348,23.662672,9.9751
253,2,2,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,47.03,0.3166,5.907,0.19,4.5,0.85,0.54,NA,NA,NA,NA,NA,NA,39.848356,1.023532,37.55842,1.266404
253,2,3,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.62,0.3815,6.431,0.29,3.47,0.94,0.59,NA,NA,NA,NA,NA,NA,43.161824,2.133804,35.719532,5.308488
253,2,4,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,47.98,0.3672,6.487,0.25,4.45,0.89,0.54,NA,NA,NA,NA,NA,NA,49.840804,1.64806,37.81864,10.374104
253,2,5,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.32,0.3582,6.298,0.26,3.54,1,0.6,NA,NA,NA,NA,NA,NA,41.964812,1.804192,36.95124,3.20938
253,2,6,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,46.76,0.3656,5.929,0.2,3.63,0.89,0.5,NA,NA,NA,NA,NA,NA,35.546052,1.197012,26.230176,8.118864
253,2,7,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.58,0.3465,6.274,0.25,2.33,0.88,0.57,NA,NA,NA,NA,NA,NA,36.309364,0.60718,31.39988,4.302304
253,2,8,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.62,0.393,6.52,0.27,4.36,0.88,0.59,NA,NA,NA,NA,NA,NA,43.855744,1.99502,35.008264,6.85246
253,2,9,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,49.23,0.3871,6.708,0.27,3.96,0.97,0.58,NA,NA,NA,NA,NA,NA,46.215072,1.439884,36.69102,8.084168
253,3,1,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.41,0.2998,6.005,0.19,4.67,0.87,0.45,NA,NA,NA,NA,NA,NA,30.133476,0.8674,19.325672,9.940404
253,3,2,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.84,0.4076,6.604,0.26,3.61,0.93,0.49,NA,NA,NA,NA,NA,NA,40.403492,1.682756,30.341652,8.379084
253,3,3,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,46.74,0.3496,5.883,0.31,4.24,1.18,0.59,NA,NA,NA,NA,NA,NA,41.409676,1.700104,36.743064,2.966508
253,3,4,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,47.82,0.3487,6.195,0.33,4.39,1.14,0.55,NA,NA,NA,NA,NA,NA,39.536092,1.422536,32.336672,5.776884
253,3,5,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,47.83,0.3518,6.116,0.41,4.27,1.05,0.51,NA,NA,NA,NA,NA,NA,33.8286,1.162316,20.800252,11.866032
253,3,6,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,47.86,0.3249,6.113,0.32,4.33,1.12,0.59,NA,NA,NA,NA,NA,NA,35.702184,1.630712,27.84354,6.227932
253,3,7,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,48.37,0.4422,6.478,0.24,3.01,0.86,0.45,NA,NA,NA,NA,NA,NA,44.983364,1.249056,31.798884,11.935424
253,3,8,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,46.85,0.3079,5.836,0.31,4.59,1.07,0.51,NA,NA,NA,NA,NA,NA,46.648772,1.82154,37.801292,7.02594
253,3,9,2006,46.765556,-71.631944,10% fleur,FL 1207,mid-season late,49.13,0.4131,6.632,0.29,2.83,0.8,0.45,NA,NA,NA,NA,NA,NA,44.75784,1.162316,35.771576,7.823948
254,1,1,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.810212,4.085454,12.724758,0
254,1,2,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.382696,8.665326,8.71737,0
254,1,3,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.475702,4.840092,6.63561,0
254,1,4,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.70761895,8.683130526,14.02448842,0
254,1,5,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.936628,5.72484,9.211788,0
254,1,6,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.308324,5.178378,13.193154,0.936792
254,1,7,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.884584,5.022246,9.862338,0
254,1,8,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.81801474,7.477901053,11.34011368,0
254,1,9,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.542522,7.104006,12.438516,0
254,2,1,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.69198667,9.396833333,15.29515333,0
254,2,2,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.609342,8.795436,17.95518,0.858726
254,2,3,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7384875,6.63561,22.1187,1.9841775
254,2,4,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.917912,6.687654,18.2154,1.014858
254,2,5,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.404942,8.353062,14.05188,0
254,2,6,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.832376,4.111476,23.784108,0.936792
254,2,7,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.99806667,5.81158,16.0469,2.139586667
254,2,8,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.45777684,7.340943158,30.40465263,0.712181053
254,2,9,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.010754,8.71737,25.293384,0
254,3,1,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.430964,10.01847,12.412494,0
254,3,2,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.256198,11.007306,15.248892,0
254,3,3,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65408,6.857562353,9.796517647,0
254,3,4,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.39157895,10.27184211,17.11973684,0
254,3,5,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.68002,5.933016,17.747004,0
254,3,6,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.765556,7.390248,13.375308,0
254,3,7,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.475538,9.315876,16.159662,0
254,3,8,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65408,9.1077,7.54638,0
254,3,9,2006,47,-70.816667,NA,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.59826,8.379084,13.219176,0
255,1,1,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,58.29,0.4332,6.808,0.29,3.8,0.73,0.51,NA,NA,NA,NA,NA,NA,30.18803333,3.964348056,7.668454444,18.55523083
255,1,2,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,59.98,0.4284,7.112,0.35,3.61,0.51,0.42,NA,NA,NA,NA,NA,NA,43.06132111,3.565310833,11.58075417,27.91525611
255,1,3,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,64.83,0.478,7.925,0.37,3.53,0.66,0.45,NA,NA,NA,NA,NA,NA,39.17504556,3.053502222,10.00195472,26.11958861
255,1,4,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,52.15,0.407,6.435,0.4,3.34,0.64,0.47,NA,NA,NA,NA,NA,NA,44.33650528,4.493506111,23.36970167,16.4732975
255,1,5,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,50.26,0.3778,5.874,0.31,3.87,0.52,0.4,NA,NA,NA,NA,NA,NA,37.03238917,3.079526389,15.08534194,18.86752083
255,1,6,2007,46.735278,-72.265556,10% fleur,Chieftain,mid-season,66.26,0.5388,8.363,0.46,3.79,0.68,0.47,NA,NA,NA,NA,NA,NA,51.88351361,4.753747778,23.53452139,23.59524444
